pos	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level
12769	GN	Guinea	Boffa	"Probable cases"	5	41924	Gvt	"Sitrep180 12Oct"	9	Boffa	ADM2
12770	GN	Guinea	Boffa	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	9	Boffa	ADM2
12771	GN	Guinea	Boke	Cases	1	41924	Gvt	"Sitrep180 12Oct"	1	Boke	ADM1
12772	GN	Guinea	Boke	"Confirmed cases"	1	41924	Gvt	"Sitrep180 12Oct"	1	Boke	ADM1
12773	GN	Guinea	Boke	Deaths	0	41924	Gvt	"Sitrep180 12Oct"	1	Boke	ADM1
12774	GN	Guinea	Boke	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	1	Boke	ADM1
12775	GN	Guinea	Boke	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	1	Boke	ADM1
12776	GN	Guinea	Boke	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	1	Boke	ADM1
12777	GN	Guinea	Conakry	Cases	229	41924	Gvt	"Sitrep180 12Oct"	2	Conakry	ADM1
12778	GN	Guinea	Conakry	"Confirmed cases"	193	41924	Gvt	"Sitrep180 12Oct"	2	Conakry	ADM1
12779	GN	Guinea	Conakry	Deaths	88	41924	Gvt	"Sitrep180 12Oct"	2	Conakry	ADM1
12780	GN	Guinea	Conakry	"New cases"	15	41924	Gvt	"Sitrep180 12Oct"	2	Conakry	ADM1
12781	GN	Guinea	Conakry	"Probable cases"	10	41924	Gvt	"Sitrep180 12Oct"	2	Conakry	ADM1
12782	GN	Guinea	Conakry	"Suspected cases"	26	41924	Gvt	"Sitrep180 12Oct"	2	Conakry	ADM1
12783	GN	Guinea	Coyah	Cases	40	41924	Gvt	"Sitrep180 12Oct"	23	Coyah	ADM2
12784	GN	Guinea	Coyah	"Confirmed cases"	37	41924	Gvt	"Sitrep180 12Oct"	23	Coyah	ADM2
12785	GN	Guinea	Coyah	Deaths	13	41924	Gvt	"Sitrep180 12Oct"	23	Coyah	ADM2
12786	GN	Guinea	Coyah	"New cases"	2	41924	Gvt	"Sitrep180 12Oct"	23	Coyah	ADM2
12787	GN	Guinea	Coyah	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	23	Coyah	ADM2
12788	GN	Guinea	Coyah	"Suspected cases"	3	41924	Gvt	"Sitrep180 12Oct"	23	Coyah	ADM2
12789	GN	Guinea	Dabola	Cases	5	41924	Gvt	"Sitrep180 12Oct"	14	Dabola	ADM2
12790	GN	Guinea	Dabola	"Confirmed cases"	2	41924	Gvt	"Sitrep180 12Oct"	14	Dabola	ADM2
12791	GN	Guinea	Dabola	Deaths	5	41924	Gvt	"Sitrep180 12Oct"	14	Dabola	ADM2
12792	GN	Guinea	Dabola	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	14	Dabola	ADM2
12793	GN	Guinea	Dabola	"Probable cases"	3	41924	Gvt	"Sitrep180 12Oct"	14	Dabola	ADM2
12794	GN	Guinea	Dabola	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	14	Dabola	ADM2
12795	GN	Guinea	Dalaba	Cases	9	41924	Gvt	"Sitrep180 12Oct"	34	Dalaba	ADM2
12796	GN	Guinea	Dalaba	"Confirmed cases"	9	41924	Gvt	"Sitrep180 12Oct"	34	Dalaba	ADM2
12797	GN	Guinea	Dalaba	Deaths	2	41924	Gvt	"Sitrep180 12Oct"	34	Dalaba	ADM2
12798	GN	Guinea	Dalaba	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	34	Dalaba	ADM2
12799	GN	Guinea	Dalaba	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	34	Dalaba	ADM2
12800	GN	Guinea	Dalaba	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	34	Dalaba	ADM2
12801	GN	Guinea	Dinguiraye	Cases	1	41924	Gvt	"Sitrep180 12Oct"	15	Dinguiraye	ADM2
12802	GN	Guinea	Dinguiraye	"Confirmed cases"	0	41924	Gvt	"Sitrep180 12Oct"	15	Dinguiraye	ADM2
12803	GN	Guinea	Dinguiraye	Deaths	1	41924	Gvt	"Sitrep180 12Oct"	15	Dinguiraye	ADM2
12804	GN	Guinea	Dinguiraye	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	15	Dinguiraye	ADM2
12805	GN	Guinea	Dinguiraye	"Probable cases"	1	41924	Gvt	"Sitrep180 12Oct"	15	Dinguiraye	ADM2
12806	GN	Guinea	Dinguiraye	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	15	Dinguiraye	ADM2
12807	GN	Guinea	Dubreka	Cases	22	41924	Gvt	"Sitrep180 12Oct"	24	Dubreka	ADM2
12808	GN	Guinea	Dubreka	"Confirmed cases"	21	41924	Gvt	"Sitrep180 12Oct"	24	Dubreka	ADM2
12809	GN	Guinea	Dubreka	Deaths	7	41924	Gvt	"Sitrep180 12Oct"	24	Dubreka	ADM2
12810	GN	Guinea	Dubreka	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	24	Dubreka	ADM2
12811	GN	Guinea	Dubreka	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	24	Dubreka	ADM2
12812	GN	Guinea	Dubreka	"Suspected cases"	1	41924	Gvt	"Sitrep180 12Oct"	24	Dubreka	ADM2
12813	GN	Guinea	Forécariah	Cases	17	41924	Gvt	"Sitrep180 12Oct"	0		
12814	GN	Guinea	Forécariah	"Confirmed cases"	12	41924	Gvt	"Sitrep180 12Oct"	0		
12815	GN	Guinea	Forécariah	Deaths	9	41924	Gvt	"Sitrep180 12Oct"	0		
12816	GN	Guinea	Forécariah	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	0		
12817	GN	Guinea	Forécariah	"Probable cases"	2	41924	Gvt	"Sitrep180 12Oct"	0		
12818	GN	Guinea	Forécariah	"Suspected cases"	3	41924	Gvt	"Sitrep180 12Oct"	0		
12819	GN	Guinea	Gueckedou	Cases	367	41924	Gvt	"Sitrep180 12Oct"	38	Gueckedou	ADM2
12820	GN	Guinea	Gueckedou	"Confirmed cases"	249	41924	Gvt	"Sitrep180 12Oct"	38	Gueckedou	ADM2
12821	GN	Guinea	Gueckedou	Deaths	302	41924	Gvt	"Sitrep180 12Oct"	38	Gueckedou	ADM2
12822	GN	Guinea	Gueckedou	"New cases"	2	41924	Gvt	"Sitrep180 12Oct"	38	Gueckedou	ADM2
12823	GN	Guinea	Gueckedou	"Probable cases"	112	41924	Gvt	"Sitrep180 12Oct"	38	Gueckedou	ADM2
12824	GN	Guinea	Gueckedou	"Suspected cases"	6	41924	Gvt	"Sitrep180 12Oct"	38	Gueckedou	ADM2
12825	GN	Guinea	Kerouane	Cases	45	41924	Gvt	"Sitrep180 12Oct"	19	Kerouane	ADM2
12826	GN	Guinea	Kerouane	"Confirmed cases"	39	41924	Gvt	"Sitrep180 12Oct"	19	Kerouane	ADM2
12827	GN	Guinea	Kerouane	Deaths	11	41924	Gvt	"Sitrep180 12Oct"	19	Kerouane	ADM2
12828	GN	Guinea	Kerouane	"New cases"	7	41924	Gvt	"Sitrep180 12Oct"	19	Kerouane	ADM2
12829	GN	Guinea	Kerouane	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	19	Kerouane	ADM2
12830	GN	Guinea	Kerouane	"Suspected cases"	6	41924	Gvt	"Sitrep180 12Oct"	19	Kerouane	ADM2
12831	GN	Guinea	Kindia	Cases	1	41924	Gvt	"Sitrep180 12Oct"	5	Kindia	ADM1
12832	GN	Guinea	Kindia	"Confirmed cases"	1	41924	Gvt	"Sitrep180 12Oct"	5	Kindia	ADM1
12833	GN	Guinea	Kindia	Deaths	0	41924	Gvt	"Sitrep180 12Oct"	5	Kindia	ADM1
12834	GN	Guinea	Kindia	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	5	Kindia	ADM1
12835	GN	Guinea	Kindia	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	5	Kindia	ADM1
12836	GN	Guinea	Kindia	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	5	Kindia	ADM1
12837	GN	Guinea	Kissidougou	Cases	10	41924	Gvt	"Sitrep180 12Oct"	17	Kissidougou	ADM2
12838	GN	Guinea	Kissidougou	"Confirmed cases"	5	41924	Gvt	"Sitrep180 12Oct"	17	Kissidougou	ADM2
12839	GN	Guinea	Kissidougou	Deaths	9	41924	Gvt	"Sitrep180 12Oct"	17	Kissidougou	ADM2
12840	GN	Guinea	Kissidougou	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	17	Kissidougou	ADM2
12841	GN	Guinea	Kissidougou	"Probable cases"	5	41924	Gvt	"Sitrep180 12Oct"	17	Kissidougou	ADM2
12842	GN	Guinea	Kissidougou	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	17	Kissidougou	ADM2
12843	GN	Guinea	Kouroussa	Cases	4	41924	Gvt	"Sitrep180 12Oct"	20	Kouroussa	ADM2
12844	GN	Guinea	Kouroussa	"Confirmed cases"	2	41924	Gvt	"Sitrep180 12Oct"	20	Kouroussa	ADM2
12845	GN	Guinea	Kouroussa	Deaths	4	41924	Gvt	"Sitrep180 12Oct"	20	Kouroussa	ADM2
12846	GN	Guinea	Kouroussa	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	20	Kouroussa	ADM2
12847	GN	Guinea	Kouroussa	"Probable cases"	2	41924	Gvt	"Sitrep180 12Oct"	20	Kouroussa	ADM2
12848	GN	Guinea	Kouroussa	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	20	Kouroussa	ADM2
12849	GN	Guinea	Lola	Cases	11	41924	Gvt	"Sitrep180 12Oct"	39	Lola	ADM2
12850	GN	Guinea	Lola	"Confirmed cases"	9	41924	Gvt	"Sitrep180 12Oct"	39	Lola	ADM2
12851	GN	Guinea	Lola	Deaths	3	41924	Gvt	"Sitrep180 12Oct"	39	Lola	ADM2
12852	GN	Guinea	Lola	"New cases"	1	41924	Gvt	"Sitrep180 12Oct"	39	Lola	ADM2
12853	GN	Guinea	Lola	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	39	Lola	ADM2
12854	GN	Guinea	Lola	"Suspected cases"	2	41924	Gvt	"Sitrep180 12Oct"	39	Lola	ADM2
12855	GN	Guinea	Macenta	Cases	533	41924	Gvt	"Sitrep180 12Oct"	40	Macenta	ADM2
12856	GN	Guinea	Macenta	"Confirmed cases"	469	41924	Gvt	"Sitrep180 12Oct"	40	Macenta	ADM2
12857	GN	Guinea	Macenta	Deaths	295	41924	Gvt	"Sitrep180 12Oct"	40	Macenta	ADM2
12858	GN	Guinea	Macenta	"New cases"	11	41924	Gvt	"Sitrep180 12Oct"	40	Macenta	ADM2
12859	GN	Guinea	Macenta	"Probable cases"	19	41924	Gvt	"Sitrep180 12Oct"	40	Macenta	ADM2
12860	GN	Guinea	Macenta	"Suspected cases"	45	41924	Gvt	"Sitrep180 12Oct"	40	Macenta	ADM2
12861	GN	Guinea	Mamou	Cases	1	41924	Gvt	"Sitrep180 12Oct"	7	Mamou	ADM1
12862	GN	Guinea	Mamou	"Confirmed cases"	1	41924	Gvt	"Sitrep180 12Oct"	7	Mamou	ADM1
12863	GN	Guinea	Mamou	Deaths	0	41924	Gvt	"Sitrep180 12Oct"	7	Mamou	ADM1
12864	GN	Guinea	Mamou	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	7	Mamou	ADM1
12865	GN	Guinea	Mamou	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	7	Mamou	ADM1
12866	GN	Guinea	Mamou	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	7	Mamou	ADM1
12867	GN	Guinea	National	Cases	1471	41924	Gvt	"Sitrep180 12Oct"	0		
12868	GN	Guinea	National	"Confirmed cases"	1183	41924	Gvt	"Sitrep180 12Oct"	0		
12869	GN	Guinea	National	Deaths	843	41924	Gvt	"Sitrep180 12Oct"	0		
12870	GN	Guinea	National	"New cases"	45	41924	Gvt	"Sitrep180 12Oct"	0		
12871	GN	Guinea	National	"Probable cases"	190	41924	Gvt	"Sitrep180 12Oct"	0		
12872	GN	Guinea	National	"Suspected cases"	98	41924	Gvt	"Sitrep180 12Oct"	0		
12873	GN	Guinea	Nzerekore	Cases	92	41924	Gvt	"Sitrep180 12Oct"	8	Nzerekore	ADM1
12874	GN	Guinea	Nzerekore	"Confirmed cases"	61	41924	Gvt	"Sitrep180 12Oct"	8	Nzerekore	ADM1
12875	GN	Guinea	Nzerekore	Deaths	54	41924	Gvt	"Sitrep180 12Oct"	8	Nzerekore	ADM1
12876	GN	Guinea	Nzerekore	"New cases"	6	41924	Gvt	"Sitrep180 12Oct"	8	Nzerekore	ADM1
12877	GN	Guinea	Nzerekore	"Probable cases"	27	41924	Gvt	"Sitrep180 12Oct"	8	Nzerekore	ADM1
12878	GN	Guinea	Nzerekore	"Suspected cases"	4	41924	Gvt	"Sitrep180 12Oct"	8	Nzerekore	ADM1
12879	GN	Guinea	Pita	Cases	9	41924	Gvt	"Sitrep180 12Oct"	36	Pita	ADM2
12880	GN	Guinea	Pita	"Confirmed cases"	7	41924	Gvt	"Sitrep180 12Oct"	36	Pita	ADM2
12881	GN	Guinea	Pita	Deaths	3	41924	Gvt	"Sitrep180 12Oct"	36	Pita	ADM2
12882	GN	Guinea	Pita	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	36	Pita	ADM2
12883	GN	Guinea	Pita	"Probable cases"	1	41924	Gvt	"Sitrep180 12Oct"	36	Pita	ADM2
12884	GN	Guinea	Pita	"Suspected cases"	1	41924	Gvt	"Sitrep180 12Oct"	36	Pita	ADM2
12885	GN	Guinea	Siguiri	Cases	6	41924	Gvt	"Sitrep180 12Oct"	22	Siguiri	ADM2
12886	GN	Guinea	Siguiri	"Confirmed cases"	6	41924	Gvt	"Sitrep180 12Oct"	22	Siguiri	ADM2
12887	GN	Guinea	Siguiri	Deaths	3	41924	Gvt	"Sitrep180 12Oct"	22	Siguiri	ADM2
12888	GN	Guinea	Siguiri	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	22	Siguiri	ADM2
12889	GN	Guinea	Siguiri	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	22	Siguiri	ADM2
12890	GN	Guinea	Siguiri	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	22	Siguiri	ADM2
12891	GN	Guinea	Telimele	Cases	26	41924	Gvt	"Sitrep180 12Oct"	28	Telimele	ADM2
12892	GN	Guinea	Telimele	"Confirmed cases"	23	41924	Gvt	"Sitrep180 12Oct"	28	Telimele	ADM2
12893	GN	Guinea	Telimele	Deaths	10	41924	Gvt	"Sitrep180 12Oct"	28	Telimele	ADM2
12894	GN	Guinea	Telimele	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	28	Telimele	ADM2
12895	GN	Guinea	Telimele	"Probable cases"	3	41924	Gvt	"Sitrep180 12Oct"	28	Telimele	ADM2
12896	GN	Guinea	Telimele	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	28	Telimele	ADM2
12897	GN	Guinea	Yomou	Cases	11	41924	Gvt	"Sitrep180 12Oct"	42	Yomou	ADM2
12898	GN	Guinea	Yomou	"Confirmed cases"	11	41924	Gvt	"Sitrep180 12Oct"	42	Yomou	ADM2
12899	GN	Guinea	Yomou	Deaths	5	41924	Gvt	"Sitrep180 12Oct"	42	Yomou	ADM2
12900	GN	Guinea	Yomou	"New cases"	0	41924	Gvt	"Sitrep180 12Oct"	42	Yomou	ADM2
12901	GN	Guinea	Yomou	"Probable cases"	0	41924	Gvt	"Sitrep180 12Oct"	42	Yomou	ADM2
12902	GN	Guinea	Yomou	"Suspected cases"	0	41924	Gvt	"Sitrep180 12Oct"	42	Yomou	ADM2
12903	LR	Liberia	"Bomi County"	Cases	94	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5513	Bomi	ADM1
12904	LR	Liberia	"Bomi County"	Deaths	69	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5513	Bomi	ADM1
12905	LR	Liberia	"Bomi County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5513	Bomi	ADM1
12906	LR	Liberia	"Bong County"	Cases	444	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5514	Bong	ADM1
12907	LR	Liberia	"Bong County"	Deaths	165	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5514	Bong	ADM1
12908	LR	Liberia	"Bong County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5514	Bong	ADM1
12909	LR	Liberia	"Gbarpolu County"	Cases	6	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5515	Gbarpolu	ADM1
12910	LR	Liberia	"Gbarpolu County"	Deaths	2	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5515	Gbarpolu	ADM1
12911	LR	Liberia	"Gbarpolu County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5515	Gbarpolu	ADM1
12912	LR	Liberia	"Grand Bassa"	Cases	137	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5516	"Grand Bassa"	ADM1
12913	LR	Liberia	"Grand Bassa"	Deaths	40	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5516	"Grand Bassa"	ADM1
12914	LR	Liberia	"Grand Bassa"	"New cases"	1	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5516	"Grand Bassa"	ADM1
12915	LR	Liberia	"Grand Cape Mount"	Cases	30	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5517	"Grand Cape Mount"	ADM1
12916	LR	Liberia	"Grand Cape Mount"	Deaths	24	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5517	"Grand Cape Mount"	ADM1
12917	LR	Liberia	"Grand Cape Mount"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5517	"Grand Cape Mount"	ADM1
12918	LR	Liberia	"Grand Gedeh"	Cases	3	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5518	"Grand Gedeh"	ADM1
12919	LR	Liberia	"Grand Gedeh"	Deaths	2	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5518	"Grand Gedeh"	ADM1
12920	LR	Liberia	"Grand Gedeh"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5518	"Grand Gedeh"	ADM1
12921	LR	Liberia	"Grand Kru"	Cases	26	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5519	"Grand Kru"	ADM1
12922	LR	Liberia	"Grand Kru"	Deaths	17	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5519	"Grand Kru"	ADM1
12923	LR	Liberia	"Grand Kru"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5519	"Grand Kru"	ADM1
12924	LR	Liberia	"Lofa County"	Cases	814	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5520	Lofa	ADM1
12925	LR	Liberia	"Lofa County"	Deaths	455	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5520	Lofa	ADM1
12926	LR	Liberia	"Lofa County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5520	Lofa	ADM1
12927	LR	Liberia	"Margibi County"	Cases	602	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5521	Margibi	ADM1
12928	LR	Liberia	"Margibi County"	Deaths	271	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5521	Margibi	ADM1
12929	LR	Liberia	"Margibi County"	"New cases"	4	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5521	Margibi	ADM1
12930	LR	Liberia	"Maryland County"	Cases	8	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5522	Maryland	ADM1
12931	LR	Liberia	"Maryland County"	Deaths	9	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5522	Maryland	ADM1
12932	LR	Liberia	"Maryland County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5522	Maryland	ADM1
12933	LR	Liberia	"Montserrado County"	Cases	1791	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5523	Montserrado	ADM1
12934	LR	Liberia	"Montserrado County"	Deaths	1254	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5523	Montserrado	ADM1
12935	LR	Liberia	"Montserrado County"	"New cases"	6	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5523	Montserrado	ADM1
12936	LR	Liberia	National	Cases	4255	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	0		
12937	LR	Liberia	National	Deaths	2462	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	0		
12938	LR	Liberia	National	"New cases"	11	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	0		
12939	LR	Liberia	"Nimba County"	Cases	253	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5524	Nimba	ADM1
12940	LR	Liberia	"Nimba County"	Deaths	137	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5524	Nimba	ADM1
12941	LR	Liberia	"Nimba County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5524	Nimba	ADM1
12942	LR	Liberia	"River Gee County"	Cases	19	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5525	"River Gee"	ADM1
12943	LR	Liberia	"River Gee County"	Deaths	6	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5525	"River Gee"	ADM1
12944	LR	Liberia	"River Gee County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5525	"River Gee"	ADM1
12945	LR	Liberia	"RiverCess County"	Cases	10	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	10714	Rivercess	ADM1
12946	LR	Liberia	"RiverCess County"	Deaths	8	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	10714	Rivercess	ADM1
12947	LR	Liberia	"RiverCess County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	10714	Rivercess	ADM1
12948	LR	Liberia	"Sinoe County"	Cases	18	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5526	Sinoe	ADM1
12949	LR	Liberia	"Sinoe County"	Deaths	3	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5526	Sinoe	ADM1
12950	LR	Liberia	"Sinoe County"	"New cases"	0	41924	Gvt	http://www.mohsw.gov.lr/documents/SITRep%20150%20Oct%2012th,%202014.pdf	5526	Sinoe	ADM1
12951	SL	"Sierra Leone"	Bo	Cases	160	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8625	Bo	ADM2
12952	SL	"Sierra Leone"	Bo	"Confirmed cases"	125	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8625	Bo	ADM2
12953	SL	"Sierra Leone"	Bo	Deaths	98	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8625	Bo	ADM2
12954	SL	"Sierra Leone"	Bo	"New cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8625	Bo	ADM2
12955	SL	"Sierra Leone"	Bo	"Probable cases"	1	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8625	Bo	ADM2
12956	SL	"Sierra Leone"	Bo	"Suspected cases"	34	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8625	Bo	ADM2
12957	SL	"Sierra Leone"	Bombali	Cases	446	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8623	Bombali	ADM2
12958	SL	"Sierra Leone"	Bombali	"Confirmed cases"	388	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8623	Bombali	ADM2
12959	SL	"Sierra Leone"	Bombali	Deaths	140	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8623	Bombali	ADM2
12960	SL	"Sierra Leone"	Bombali	"New cases"	22	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8623	Bombali	ADM2
12961	SL	"Sierra Leone"	Bombali	"Probable cases"	1	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8623	Bombali	ADM2
12962	SL	"Sierra Leone"	Bombali	"Suspected cases"	57	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8623	Bombali	ADM2
12963	SL	"Sierra Leone"	Bonthe	Cases	3	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8624	Bonthe	ADM2
12964	SL	"Sierra Leone"	Bonthe	"Confirmed cases"	1	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8624	Bonthe	ADM2
12965	SL	"Sierra Leone"	Bonthe	Deaths	3	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8624	Bonthe	ADM2
12966	SL	"Sierra Leone"	Bonthe	"New cases"	0	41924	Gvt	https://www.humanitarianresponse.info/system/files/documents/files/Ebola-Situation-Report_Vol-138_0.pdf	8624	Bonthe	ADM2
